Id,Tên trường,Loại hình cơ sở đào tạo,Loại trường,Cơ quan quản lý trực tiếp,Ký hiệu,Tên tiếng Anh,Website,"Tỉnh, thành phố",Được kiểm định bởi tổ chức kiểm định chất lượng giáo dục,Ngày cấp giấy chứng nhận kiểm định chất lượng,Ngày hết hạn giá trị của giấy chứng nhận kiểm định chất lượng
882,TRƯỜNG ĐẠI HỌC KHOA HỌC VÀ CÔNG NGHỆ HÀ NỘI,Trường đại học,Công lập,Viện Hàn lâm Khoa học và Công nghệ Việt Nam,KCN,University of Science and Technology of Hanoi,https://usth.edu.vn/,Hà Nội,,,
727,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHX,VNU University of Social Sciences and Humanities,https://ussh.vnu.edu.vn/,Hà Nội,VNU-HCM CEA,,09/09/2016
736,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSX,VNUHCM - University of Social Sciences and Humanities,https://hcmussh.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,,27/03/2017
700,"TRƯỜNG ĐẠI HỌC KHOA HỌC, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHT,"University of Sciences, Hue University",http://husc.hueuni.edu.vn/,Thừa Thiên Huế,VNU-CEA,,09/06/2017
913,"TRƯỜNG ĐẠI HỌC KHOA HỌC, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTZ,University of Sciences - Thai Nguyen University,https://tnus.edu.vn/,Thái Nguyên,CEA-AVU&C,,12/01/2017
889,TRƯỜNG ĐẠI HỌC LẠC HỒNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DLH,Lac Hong University,https://lhu.edu.vn/,Đồng Nai,VNU-HCM CEA,,16/03/2018
953,TRƯỜNG ĐẠI HỌC LAO ĐỘNG - XÃ HỘI,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,DLX,University of Labour and Social Affairs,http://ulsa.edu.vn/,Hà Nội,VNU-CEA,,30/06/2018
855,TRƯỜNG ĐẠI HỌC LÂM NGHIỆP,Trường đại học,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,LNH,Vietnam National University of Forestry,https://vnuf.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
1081,TRƯỜNG ĐẠI HỌC LUẬT - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHL,VNU University of Law,https://law.vnu.edu.vn/,Hà Nội,,,
792,TRƯỜNG ĐẠI HỌC LUẬT HÀ NỘI,Trường đại học,Công lập,Bộ Tư pháp,LPH,Hanoi Law University,https://hlu.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
793,TRƯỜNG ĐẠI HỌC LUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,LPS,University of Law Ho Chi Minh City,https://www.hcmulaw.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,05/03/2017
702,"TRƯỜNG ĐẠI HỌC LUẬT, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHA,"Univeristy of Law, Hue University",https://www.hul.edu.vn/,Thừa Thiên Huế,VNU-CEA,,30/06/2018
900,TRƯỜNG ĐẠI HỌC LƯƠNG THẾ VINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTV,Luong The Vinh University,http://ltvu.edu.vn/,Nam Định,,,
808,TRƯỜNG ĐẠI HỌC MỎ - ĐỊA CHẤT,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MDA,Hanoi University of Mining and Geology,https://humg.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
965,TRƯỜNG ĐẠI HỌC MỞ HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MHN,Hanoi Open University,https://hou.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
966,TRƯỜNG ĐẠI HỌC MỞ TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MBS,Ho Chi Minh City Open University,http://www.oude.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,18/09/2017
886,TRƯỜNG ĐẠI HỌC MỸ TẠI VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,AUV,The American University of Vietnam,http://auv.edu.vn/,Đà Nẵng,,,
690,TRƯỜNG ĐẠI HỌC MỸ THUẬT CÔNG NGHIỆP,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MTC,University of Industrial Fine Arts,http://mythuatcongnghiep.edu.vn/,Hà Nội,,,
968,TRƯỜNG ĐẠI HỌC MỸ THUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",MTS,Ho Chi Minh city University of Fine Arts,http://www.hcmufa.edu.vn/,TP. Hồ Chí Minh,,,
969,TRƯỜNG ĐẠI HỌC MỸ THUẬT VIỆT NAM,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",MTH,Vietnam University of Fine Arts,https://mythuatvietnam.edu.vn/,Hà Nội,CEA-AVU&C,,01/03/2018
845,TRƯỜNG ĐẠI HỌC NAM CẦN THƠ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DNC,Nam Can Tho University,https://nctu.edu.vn/,Cần Thơ,CEA-AVU&C,,29/06/2018
754,TRƯỜNG ĐẠI HỌC NỘI VỤ HÀ NỘI,Trường đại học,Công lập,Bộ Nội Vụ,DNV,Hanoi University of Home Affairs,http://huha.edu.vn,Hà Nội,VNU-CEA,,03/12/2020
856,TRƯỜNG ĐẠI HỌC NÔNG LÂM BẮC GIANG,Trường đại học,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,DBG,Bac Giang Argriculture and Forestry  University,http://bafu.edu.vn/,Bắc Giang,CEA-AVU&C,,05/07/2018
785,TRƯỜNG ĐẠI HỌC NÔNG LÂM TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,NLS,University of Agriculture and Forestry Ho Chi Minh City,https://www.hcmuaf.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,06/11/2018
705,"TRƯỜNG ĐẠI HỌC NÔNG LÂM, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHL,"University of Agriculture and Forestry, Hue University",https://huaf.edu.vn/,Thừa Thiên Huế,VNU-CEA,,24/03/2017
916,"TRƯỜNG ĐẠI HỌC NÔNG LÂM, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTN,University of Agriculture and Forestry - Thai Nguyen University,https://tuaf.edu.vn/,Thái Nguyên,CEA-AVU&C,,12/08/2017
963,TRƯỜNG ĐẠI HỌC NGÂN HÀNG TP. HỒ CHÍ MINH,Trường đại học,Công lập,Ngân hàng Nhà nước Việt Nam,NHS,The Banking University of Ho Chi Minh City,https://buh.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,16/12/2017
703,"TRƯỜNG ĐẠI HỌC NGHỆ THUẬT, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHN,"University of Arts, Hue University",http://hufa.hueuni.edu.vn/,Thừa Thiên Huế,,,
729,TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHF,VNU University of Languages and International Studies,https://ulis.vnu.edu.vn/,Hà Nội,VNU-HCM CEA,,09/09/2016
901,TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - TIN HỌC TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DNT,Ho Chi Minh City University of Foreign Languages and Information Technology,https://huflit.edu.vn/,TP. Hồ Chí Minh,CEA-UD,,27/05/2018
704,"TRƯỜNG ĐẠI HỌC NGOẠI NGỮ, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHF,University of Foreign Languages Hue University,https://hucfl.edu.vn/vi/,Thừa Thiên Huế,VNU-CEA,,30/03/2018
821,TRƯỜNG ĐẠI HỌC NGOẠI THƯƠNG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,NTH,Foreign Trade University,http://www.ftu.edu.vn/,Hà Nội,VNU-CEA,,04/07/2017
711,TRƯỜNG ĐẠI HỌC NGUYỄN TẤT THÀNH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,NTT,Nguyen Tat Thanh University,https://ntt.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,05/03/2017
784,TRƯỜNG ĐẠI HỌC NGUYỄN TRÃI,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,NTU,Nguyen Trai University,http://daihocnguyentrai.edu.vn/,Hà Nội,,,
691,TRƯỜNG ĐẠI HỌC NHA TRANG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TSN,Nha Trang University,http://www.ntu.edu.vn/,Khánh Hoà,VNU-HCM CEA,,16/03/2018
902,TRƯỜNG ĐẠI HỌC PHẠM VĂN ĐỒNG,Trường đại học,Công lập,UBND tỉnh Quảng Ngãi,DPQ,Pham Van Dong University,http://pdu.edu.vn/,Quảng Ngãi,CEA-UD,,10/11/2017
981,TRƯỜNG ĐẠI HỌC PHAN CHÂU TRINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPC,Phan Chau Trinh Universtiy,http://pctu.edu.vn/,Quảng Nam,,,
887,TRƯỜNG ĐẠI HỌC PHAN THIẾT,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPT,University of Phan Thiet,http://upt.edu.vn/,Bình Thuận,VNU-CEA,,27/09/2019
755,TRƯỜNG ĐẠI HỌC PHENIKAA,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTA,Phenikaa University,https://phenikaa-uni.edu.vn/,Hà Nội,VNU-CEA,,31/07/2020
982,TRƯỜNG ĐẠI HỌC PHÚ XUÂN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPX,Phu Xuan University,http://pctu.edu.vn/,Thừa Thiên Huế,VU-CEA,,20/7/2022
903,TRƯỜNG ĐẠI HỌC PHÚ YÊN,Trường đại học,Công lập,UBND tỉnh Phú Yên,DPY,Phu Yen University,https://pyu.edu.vn/,Phú Yên,CEA-AVU&C,,26/9/2022
985,TRƯỜNG ĐẠI HỌC QUẢN LÝ VÀ CÔNG NGHỆ HẢI PHÒNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DHP,University of Management and Technology Hai Phong,https://hpu.edu.vn/,Hải Phòng,,,
857,TRƯỜNG ĐẠI HỌC QUẢN LÝ VÀ CÔNG NGHỆ TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,UMT,University of Management and Technology Ho Chi Minh City,https://www.umt.edu.vn/,TP. Hồ Chí Minh,,,
904,TRƯỜNG ĐẠI HỌC QUẢNG BÌNH,Trường đại học,Công lập,UBND tỉnh Quảng Bình,DQB,Quang Binh University,https://quangbinhuni.edu.vn/,Quảng Bình,CEA-UD,,25/05/2018
794,TRƯỜNG ĐẠI HỌC QUẢNG NAM,Trường đại học,Công lập,UBND tỉnh Quảng Nam,DQU,Quang Nam University,http://qnamuni.edu.vn/,Quảng Nam,CEA-UD,,27/10/2020
954,TRƯỜNG ĐẠI HỌC QUANG TRUNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DQT,Quang Trung University,https://qtu.edu.vn,Bình Định,,,
738,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSQ,VNUHCM - International University,https://hcmiu.edu.vn/,TP. Hồ Chí Minh,AUN-QA,,27/12/2018
888,TRƯỜNG ĐẠI HỌC QUỐC TẾ BẮC HÀ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DBH,Bac Ha International University,http://iubh.edu.vn/,Bắc Ninh,,,
932,TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,HIU,Hong Bang University International,https://hiu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,,18/03/2019
809,TRƯỜNG ĐẠI HỌC QUỐC TẾ MIỀN ĐÔNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,EIU,Eastern International University,https://eiu.edu.vn/,Bình Dương,VNU-HCM CEA,,04/08/2020
983,TRƯỜNG ĐẠI HỌC QUỐC TẾ RMIT VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,RMU,The Royal Melbourne Institute of Technology University in Vietnam,https://www.rmit.edu.vn/,TP. Hồ Chí Minh,,,
905,TRƯỜNG ĐẠI HỌC QUY NHƠN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DQN,Quy Nhon University,http://www.qnu.edu.vn/,Bình Định,CEA-UD,,10/11/2017
741,TRƯỜNG ĐẠI HỌC SÀI GÒN,Trường đại học,Công lập,UBND TP. Hồ Chí Minh,SGD,Sai Gon University,https://sgu.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,,29/03/2017
822,TRƯỜNG ĐẠI HỌC SAO ĐỎ,Trường đại học,Công lập,Bộ Công Thương,SDU,SaoDo University,http://saodo.edu.vn/,Hải Dương,CEA-AVU&C,,27/11/2017
756,TRƯỜNG ĐẠI HỌC SÂN KHẤU ĐIỆN ẢNH HÀ NỘI,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",SKD,Hanoi Academy of Theatre and Cinema,http://skda.edu.vn/,Hà Nội,VNU-CEA,,09/05/2017
757,"TRƯỜNG ĐẠI HỌC SÂN KHẤU, ĐIỆN ẢNH TP. HỒ CHÍ MINH",Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",DSD,HCMC University of Theatre and Cinema,http://skdahcm.edu.vn/,TP. Hồ Chí Minh,,,
742,TRƯỜNG ĐẠI HỌC SƯ PHẠM HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPH,Hanoi National University of Education,https://hnue.edu.vn/,Hà Nội,VNU-CEA,,09/05/2017
743,TRƯỜNG ĐẠI HỌC SƯ PHẠM HÀ NỘI 2,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SP2,Hanoi Pedagogical University 2,https://www.hpu2.edu.vn/,Vĩnh Phúc,VNU-CEA,,30/03/2018
712,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT HƯNG YÊN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SKH,Hung Yen University of Technology and Education,http://utehy.edu.vn/,Hưng Yên,VNU-CEA,,30/03/2018
713,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT NAM ĐỊNH,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,SKN,Nam Dinh University of Technology Education,http://nute.edu.vn/,Nam Định,,,
714,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPK,HCMC University of Technology and Education,http://hcmute.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,05/03/2017
715,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT VINH,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,SKV,Vinh University of Technology Education,http://spktvinh.edu.vn/,Nghệ An,VU-CEA,,15/08/2021
716,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT VĨNH LONG,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,VLU,Vinh Long University of Technology Education,http://vlute.edu.vn/,Vĩnh Long,CEA-UD,,02/03/2020
744,TRƯỜNG ĐẠI HỌC SƯ PHẠM NGHỆ THUẬT TRUNG ƯƠNG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,GNT,National University of Arts Education - NUAE,http://www.spnttw.edu.vn/,Hà Nội,CEA-AVU&C,,29/06/2018
745,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPS,Ho Chi Minh City University of Education,https://hcmue.edu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,,14/05/2018
692,TRƯỜNG ĐẠI HỌC SƯ PHẠM THỂ DỤC THỂ THAO HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TDH,Hanoi University of Physical Education and Sports,https://hupes.edu.vn/,Hà Nội,VNU-CEA,,08/06/2020
693,TRƯỜNG ĐẠI HỌC SƯ PHẠM THỂ DỤC THỂ THAO TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,STS,Ho Chi Minh City University of Physical Education and Sports,https://upes.edu.vn/,TP. Hồ Chí Minh,,,
800,"TRƯỜNG ĐẠI HỌC SƯ PHẠM, ĐẠI HỌC ĐÀ NẴNG",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DDS,University of Science and Education - The University of Da Nang,https://ued.udn.vn/,Đà Nẵng,VNU-CEA,,23/03/2016
706,"TRƯỜNG ĐẠI HỌC SƯ PHẠM, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHS,"University of Education, Hue University",http://www.dhsphue.edu.vn/,Thừa Thiên Huế,VNU-CEA,,30/03/2018
917,"TRƯỜNG ĐẠI HỌC SƯ PHẠM, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTS,University of Education - Thai Nguyen University,http://tnue.edu.vn/,Thái Nguyên,VNU-CEA,,09/05/2017
970,TRƯỜNG ĐẠI HỌC TÀI CHÍNH - KẾ TOÁN,Trường đại học,Công lập,Bộ Tài chính,DKQ,University of Finance – Accounting,http://tckt.edu.vn/,Quảng Ngãi,,,
955,TRƯỜNG ĐẠI HỌC TÀI CHÍNH - MARKETING,Trường đại học,Công lập,Bộ Tài chính,DMS,University of Finance – Marketing,https://ufm.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,16/11/2017
720,TRƯỜNG ĐẠI HỌC TÀI CHÍNH - NGÂN HÀNG HÀ NỘI,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,FBU,Hanoi Financial and Banking University,https://fbu.edu.vn/,Hà Nội,,,
956,TRƯỜNG ĐẠI HỌC TÀI CHÍNH - QUẢN TRỊ KINH DOANH,Trường đại học,Công lập,Bộ Tài chính,DFA,The University of Finance and Business Administration,http://tcqtkd.edu.vn/,Hưng Yên,VNU-CEA,,11/03/2022
746,TRƯỜNG ĐẠI HỌC TÀI NGUYÊN VÀ MÔI TRƯỜNG HÀ NỘI,Trường đại học,Công lập,Bộ Tài nguyên và Môi trường,DMT,Hanoi University of Natural Resource and Environment,https://www.hunre.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
747,TRƯỜNG ĐẠI HỌC TÀI NGUYÊN VÀ MÔI TRƯỜNG TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Tài nguyên và Môi trường,DTM,Ho Chi Minh City University for Natural Resources and Environment,http://www.hcmunre.edu.vn/,TP. Hồ Chí Minh,VU-CEA,,15/08/2021
957,TRƯỜNG ĐẠI HỌC TÂN TẠO,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,TTU,Tan Tao University,https://ttu.edu.vn/,Long An,,,
823,TRƯỜNG ĐẠI HỌC TÂN TRÀO,Trường đại học,Công lập,UBND tỉnh Tuyên Quang,TQU,Tan Trao University,https://daihoctantrao.edu.vn/,Tuyên Quang,CEA-AVU&C,,18/11/2019
906,TRƯỜNG ĐẠI HỌC TÂY BẮC,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TTB,Tay Bac Universty,https://utb.edu.vn/,Sơn La,CEA-AVU&C,,24/05/2021
946,TRƯỜNG ĐẠI HỌC TÂY ĐÔ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTD,Tay Do University,https://tdu.edu.vn/,Cần Thơ,VNU-CEA,,30/03/2018
847,TRƯỜNG ĐẠI HỌC TÂY NGUYÊN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TTN,Tay Nguyen University,https://www.ttn.edu.vn/,Đắk Lắk,CEA-UD,,27/10/2020
859,TRƯỜNG ĐẠI HỌC TIỀN GIANG,Trường đại học,Công lập,UBND tỉnh Tiền Giang,TTG,Tien Giang University,http://www.tgu.edu.vn/,Tiền Giang,VNU-HCM CEA,,18/09/2017
721,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,Trường đại học,Công lập,Tổng Liên đoàn Lao động Việt Nam,DTT,Ton Duc Thang University,https://www.tdtu.edu.vn/,TP. Hồ Chí Minh,HCERES,,03/07/2018
810,TRƯỜNG ĐẠI HỌC TƯ THỤC QUỐC TẾ SÀI GÒN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,TTQ,The SaiGon International Univeristy,https://www.siu.edu.vn/,TP. Hồ Chí Minh,,,
958,TRƯỜNG ĐẠI HỌC THÁI BÌNH,Trường đại học,Công lập,UBND tỉnh Thái Bình,DTB,Thai Binh University,http://tbu.edu.vn/,Thái Bình,CEA-AVU&C,,04/5/2022
907,TRƯỜNG ĐẠI HỌC THÁI BÌNH DƯƠNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,TBD,Pacific Ocean University,https://tbd.edu.vn/,Khánh Hoà,VU-CEA,,14/04/2022
908,TRƯỜNG ĐẠI HỌC THÀNH ĐÔ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,TDD,Thanh Do University,https://www.thanhdo.edu.vn/,Hà Nội,VNU-CEA,,25/08/2021
959,TRƯỜNG ĐẠI HỌC THÀNH ĐÔNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DDB,Thanh Dong University,https://thanhdong.edu.vn/,Hải Dương,VU-CEA,,26/11/2020
824,TRƯỜNG ĐẠI HỌC THĂNG LONG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTL,Thang Long University,https://thanglong.edu.vn/,Hà Nội,VNU-CEA,,30/06/2018
694,TRƯỜNG ĐẠI HỌC THỂ DỤC THỂ THAO BẮC NINH,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",TDB,Bac Ninh Sport University of Viet Nam,http://upes1.edu.vn/,Bắc Ninh,VNU-CEA,,30/03/2018
695,TRƯỜNG ĐẠI HỌC THỂ DỤC THỂ THAO ĐÀ NẴNG,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",TTD,Da Nang University of Physical Education and Sports,https://upes3.edu.vn/,Đà Nẵng,CEA-UD,,25/02/2021
696,TRƯỜNG ĐẠI HỌC THỂ DỤC THỂ THAO TP. HỒ CHÍ MINH,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",TDS,Ho Chi Minh City University of Physical Education and Sports,http://ush.edu.vn/,TP. Hồ Chí Minh,,,
858,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,Trường đại học,Công lập,UBND tỉnh Bình Dương,TDM,Thu Dau Mot University,https://tdmu.edu.vn/,Bình Dương,VNU-HCM CEA,,16/11/2017
748,TRƯỜNG ĐẠI HỌC THỦ ĐÔ HÀ NỘI,Trường đại học,Công lập,UBND TP. Hà Nội,HNM,Hanoi Metropolitan Univerisity,https://hnmu.edu.vn/,Hà Nội,VU-CEA,,08/10/2020
909,TRƯỜNG ĐẠI HỌC THUỶ LỢI,Trường đại học,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,TLA,Water Resources University,http://www.tlu.edu.vn/,Hà Nội,VNU-CEA,,20/03/2019
825,TRƯỜNG ĐẠI HỌC THƯƠNG MẠI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TMA,Thuongmai University,https://tmu.edu.vn/,Hà Nội,VNU-CEA,,30/03/2018
848,TRƯỜNG ĐẠI HỌC TRÀ VINH,Trường đại học,Công lập,UBND tỉnh Trà Vinh,DVT,Tra Vinh University,https://www.tvu.edu.vn/,Trà Vinh,VNU-HCM CEA,,20/11/2019
826,TRƯỜNG ĐẠI HỌC TRƯNG VƯƠNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DVP,Trung Vuong University,http://tv-uni.edu.vn,Vĩnh Phúc,Trung tâm kiểm định chất lượng Trường Đại học Vinh,,27/02/2023
761,TRƯỜNG ĐẠI HỌC VĂN HIẾN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DVH,Van Hien University,https://vhu.edu.vn/,TP. Hồ Chí Minh,CEA-UD,,03/12/2020
763,TRƯỜNG ĐẠI HỌC VĂN HOÁ HÀ NỘI,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",VHH,Hanoi University of Culture,https://huc.edu.vn/,Hà Nội,,,
764,TRƯỜNG ĐẠI HỌC VĂN HOÁ TP. HỒ CHÍ MINH,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",VHS,Ho Chi Minh City University of Culture,https://www.hcmuc.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,04/08/2020
697,"TRƯỜNG ĐẠI HỌC VĂN HOÁ, THỂ THAO VÀ DU LỊCH THANH HOÁ",Trường đại học,Công lập,UBND tỉnh Thanh Hoá,DVD,"Thanh Hoa University of Culture, Sports and Tourism",http://www.dvtdt.edu.vn/,Thanh Hóa,VU-CEA,,15/04/2022
765,TRƯỜNG ĐẠI HỌC VĂN LANG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DVL,Van Lang University,https://www.vanlanguni.edu.vn/,TP. Hồ Chí Minh,,,
984,TRƯỜNG ĐẠI HỌC VIỆT ĐỨC,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,VGU,Vietnamese - German University,https://vgu.edu.vn/vi/home,Bình Dương,,,
730,TRƯỜNG ĐẠI HỌC VIỆT NHẬT - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,VJU,VNU Vietnam - Japan University,http://vju.ac.vn/,Hà Nội,,,
750,TRƯỜNG ĐẠI HỌC VINUNI,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,VIN,VinUniversity,https://vinuni.edu.vn/,Hà Nội,,,
749,TRƯỜNG ĐẠI HỌC VINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TDV,Vinh University,http://vinhuni.edu.vn/,Nghệ An,VNU-CEA,,09/06/2017
895,TRƯỜNG ĐẠI HỌC VÕ TRƯỜNG TOẢN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,VTT,Vo Truong Toan University,http://www.vttu.edu.vn/,Hậu Giang,VU-CEA,,15/08/2021
827,TRƯỜNG ĐẠI HỌC XÂY DỰNG HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,XDA,Hanoi University of Civil Engineering,https://www.nuce.edu.vn/,Hà Nội,HCERES,,06/12/2017
698,TRƯỜNG ĐẠI HỌC XÂY DỰNG MIỀN TÂY,Trường đại học,Công lập,Bộ Xây dựng,MTU,Mien Tay Construction University,http://www.mtu.edu.vn/,Vĩnh Long,CEA-UD,,25/05/2018
